0.0,0.60034,0.8359700000000001,0.12315,4,-56.0,5.7984,925.75,1
0.025,0.60034,0.8359700000000001,0.12315,4,-56.0,4.2261,924.25,1
0.5,0.60034,0.8359700000000001,0.12315,4,-56.5,5.2217,923.25,1
0.75,0.60034,0.8359700000000001,0.12315,4,-56.5,4.5943,923.75,1
1.0,0.60034,0.8359700000000001,0.12315,4,-56.0,3.6447,924.75,1
1.05,0.60034,0.8359700000000001,0.12315,4,-58.5,0.8145399999999999,921.25,1
1.5,0.60034,0.8359700000000001,0.12315,4,-56.5,6.2663,925.25,1
2.25,0.62379,0.84746,0.14595999999999998,4,-56.5,5.8107,925.75,1
2.5,0.62379,0.84746,0.14595999999999998,4,-56.5,4.2905,924.25,1
2.75,0.62379,0.84746,0.14595999999999998,4,-57.0,5.2155,923.25,1
3.25,0.62379,0.84746,0.14595999999999998,4,-56.5,4.7339,923.75,1
3.5,0.62379,0.84746,0.14595999999999998,1,-65.0,6.1712,921.25,1
4.5,0.61207,0.8704200000000001,0.13455999999999999,4,-57.5,6.096,922.25,1
5.0,0.61207,0.8704200000000001,0.13455999999999999,4,-56.5,5.7923,925.75,1
5.075,0.61207,0.8704200000000001,0.13455999999999999,4,-56.0,4.2215,924.25,1
5.75,0.61207,0.8704200000000001,0.13455999999999999,4,-57.0,4.6924,923.75,1
6.25,0.49481,0.9163600000000001,0.066138,4,-57.5,5.5714,922.75,1
6.75,0.49481,0.9163600000000001,0.066138,1,-64.5,5.6773,921.75,1
7.25,0.49481,0.9163600000000001,0.066138,4,-56.0,5.7754,925.75,1
7.5,0.49481,0.9163600000000001,0.066138,4,-56.0,4.1786,924.25,1
7.75,0.49481,0.9163600000000001,0.066138,1,-62.5,1.1996,923.25,1
8.25,0.49481,0.9163600000000001,0.066138,4,-56.0,0.32674000000000003,924.75,1
9.25,0.6472399999999999,0.84746,0.12315,4,-58.5,0.076699,921.75,1
9.75,0.6472399999999999,0.84746,0.12315,1,-61.5,5.2631,925.75,1
10.0,0.6472399999999999,0.84746,0.12315,4,-57.0,4.3657,923.25,1
10.5,0.6472399999999999,0.84746,0.12315,4,-57.0,0.76852,923.75,1
12.0,0.69414,0.80152,0.12315,1,-65.5,2.1997,922.25,1
12.5,0.69414,0.80152,0.12315,4,-56.0,3.9837,924.25,1
13.5,0.65897,0.8359700000000001,0.15736,4,-57.5,5.441,922.75,1
13.75,0.65897,0.8359700000000001,0.15736,4,-56.0,0.0061359,925.25,1
14.25,0.65897,0.8359700000000001,0.15736,4,-58.0,6.1497,922.25,1
14.75,0.65897,0.8359700000000001,0.15736,4,-56.0,5.6865,925.75,1
15.0,0.65897,0.8359700000000001,0.15736,4,-56.5,5.167999999999999,923.25,1
15.5,0.65897,0.8359700000000001,0.15736,1,-63.0,1.1566,923.75,1
16.5,0.72932,0.79004,0.14595999999999998,4,-59.0,0.18868,921.75,1
17.0,0.72932,0.79004,0.14595999999999998,4,-56.0,2.5756,925.75,1
17.25,0.72932,0.79004,0.14595999999999998,4,-56.5,4.0957,924.25,1
17.75,0.72932,0.79004,0.14595999999999998,4,-56.5,4.4915,923.75,1
18.25,0.72932,0.79004,0.14595999999999998,4,-57.5,5.484,922.75,1
19.25,0.6472399999999999,0.8589399999999999,0.10035,1,-65.0,2.3347,922.25,1
20.25,0.6472399999999999,0.8589399999999999,0.10035,1,-62.5,1.06,923.75,1
21.25,0.56517,0.8819100000000001,0.066138,4,-56.5,5.9304,925.25,1
22.5,0.56517,0.8819100000000001,0.066138,4,-60.5,5.1879,920.25,1
22.75,0.56517,0.8819100000000001,0.066138,3,-56.5,0.67495,923.75,1
23.5,0.72932,0.10105,0.79593,4,-56.0,5.2616,925.25,3
24.0,0.7645,-0.25493000000000005,0.6933,4,-56.5,6.1022,921.75,3
24.075,0.7645,-0.25493000000000005,0.6933,3,-59.0,0.60592,922.25,3
24.75,0.7645,-0.25493000000000005,0.6933,3,-61.5,6.1881,923.25,3
75.5,0.56517,-0.31234,0.89856,4,-59.5,5.5515,924.25,3
78.0,0.56517,-0.31234,0.89856,3,-59.0,1.9343,925.75,3
79.5,0.56517,-0.31234,0.89856,3,-64.0,4.6449,920.75,3
87.0,0.60034,-0.32383,0.9213600000000001,4,-62.5,2.2381,920.75,3
88.5,0.60034,-0.32383,0.9213600000000001,3,-59.5,5.6589,924.75,3
97.5,0.5534399999999999,-0.28938,0.86435,4,-60.5,2.1798,924.25,3
100.75,0.5534399999999999,-0.28938,0.86435,4,-59.5,4.9317,924.75,3
102.25,0.5534399999999999,-0.28938,0.86435,4,-59.5,3.95,925.75,3
106.0,0.60034,-0.28938,0.8187399999999999,3,-64.0,1.2241,921.25,3
107.5,0.60034,-0.28938,0.8187399999999999,1,-64.5,0.6534800000000001,923.25,3
220.0,-0.15009,1.0771,0.14595999999999998,2,-56.5,4.7032,923.75,4
220.25,-0.15009,1.0771,0.14595999999999998,2,-55.0,2.1921,924.75,2
221.5,-0.15009,1.0771,0.14595999999999998,2,-58.5,0.82988,924.25,2
