0.0,0.97555,-0.22048,-0.23034000000000002,3,-50.5,0.19175,921.75,3
0.025,0.97555,-0.22048,-0.23034000000000002,3,-50.5,0.14573,921.75,3
0.75,0.8934799999999999,-0.23196,-0.26455,3,-51.0,6.1528,922.25,3
1.5,1.1045,-0.32383,-0.19613,3,-56.0,1.4235,921.25,3
2.0,1.1045,-0.32383,-0.19613,3,-56.5,4.8167,920.75,3
21.25,1.1983,-0.35827,-0.16192,1,-68.0,0.9572,920.75,3
21.75,1.1632,-0.34679,-0.15052000000000001,1,-67.5,1.4251,920.25,3
22.25,1.1632,-0.34679,-0.15052000000000001,1,-67.5,4.8075,923.25,3
23.25,0.8934799999999999,-0.20899,-0.28736,1,-66.5,0.18715,921.25,3
23.75,0.8934799999999999,-0.20899,-0.28736,1,-67.0,0.67188,920.75,3
24.5,1.1983,-0.36976,-0.15052000000000001,1,-67.5,1.4235,923.25,3
26.75,0.88175,-0.22048,-0.28736,1,-66.0,6.0485,921.75,3
27.0,0.88175,-0.22048,-0.28736,1,-67.0,1.4696,923.25,3
27.5,0.88175,-0.22048,-0.28736,1,-65.0,5.4963,922.25,3
28.75,1.0694,-0.27789,-0.20754,1,-67.0,0.85903,920.75,3
29.0,1.0694,-0.27789,-0.20754,1,-67.0,4.4148,920.25,3
30.5,0.9403799999999999,-0.22048,-0.28736,1,-66.5,5.2907,922.75,3
31.25,0.9052,-0.22048,-0.28736,1,-68.0,0.7179,924.25,3
31.5,0.9052,-0.22048,-0.28736,1,-67.5,1.4021,920.25,3
31.75,0.9052,-0.22048,-0.28736,3,-51.5,5.415,923.25,3
32.0,0.9052,-0.22048,-0.28736,1,-67.0,4.8213,923.25,3
32.5,1.0694,-0.27789,-0.21894,1,-67.5,5.803,922.25,3
32.75,1.0694,-0.27789,-0.21894,1,-68.0,1.2548,923.75,3
33.0,1.0694,-0.27789,-0.21894,1,-68.0,5.3214,922.75,3
33.5,0.88175,-0.22048,-0.29875999999999997,1,-67.5,4.1111,920.75,3
34.25,1.1163,-0.31234,-0.20754,1,-67.0,4.7753,923.25,3
36.75,1.3156,-0.38124,-0.11631,3,-51.5,5.4395,923.25,3
36.825,1.3156,-0.38124,-0.11631,1,-67.0,1.7319,923.25,3
37.25,0.8934799999999999,-0.22048,-0.27595,1,-67.5,5.8552,922.25,3
37.75,0.9169299999999999,-0.20899,-0.27595,1,-66.5,5.3919,922.75,3
38.25,1.2687,-0.38124,-0.12771,1,-68.0,1.1229,920.75,3
39.0,1.0225,-0.26641,-0.21894,1,-68.0,0.041417,921.75,3
39.75,1.3156,-0.39271999999999996,-0.11631,1,-68.0,5.8061,922.25,3
40.25,1.1397,-0.31234,-0.16192,1,-68.0,2.2074,922.75,3
41.5,0.9521,-0.20899,-0.27595,1,-67.5,6.1804,921.75,3
41.75,0.9521,-0.20899,-0.27595,1,-68.0,4.852,923.25,3
43.75,1.2570000000000001,-0.38124,-0.13912,3,-51.5,0.33441,921.75,3
44.5,1.2452,-0.36976,-0.13912,1,-68.0,5.7171,922.25,3
46.75,0.8934799999999999,-0.20899,-0.28736,3,-52.0,0.036816,922.25,3
47.5,1.0342,-0.25493000000000005,-0.21894,1,-67.5,5.0545,922.75,3
47.75,1.0342,-0.25493000000000005,-0.21894,1,-68.0,0.30526,921.25,3
51.0,0.9403799999999999,-0.19751,-0.27595,3,-52.0,0.40957,921.75,3
54.25,1.2452,-0.35827,-0.12771,3,-51.5,0.041417,922.25,3
55.5,1.0342,-0.25493000000000005,-0.23034000000000002,3,-52.0,4.9548,924.25,3
62.25,1.2921,-0.38124,-0.10490999999999999,1,-68.0,2.0233,922.75,3
63.5,0.96383,-0.22048,-0.25315,1,-68.5,6.0822,921.75,3
64.0,1.2218,-0.35827,-0.15052000000000001,1,-68.0,5.6282,922.25,3
64.5,1.2687,-0.36976,-0.13912,3,-51.5,5.8813,922.75,3
65.75,0.9052,-0.22048,-0.29875999999999997,3,-50.0,0.7915300000000001,921.75,3
66.25,0.8934799999999999,-0.19751,-0.28736,3,-50.0,4.9456,924.75,3
66.5,1.0576,-0.25493000000000005,-0.23034000000000002,3,-51.0,4.3611,925.75,3
66.75,0.88175,-0.20899,-0.29875999999999997,3,-49.5,5.6251,923.75,3
67.5,0.87003,-0.22048,-0.29875999999999997,3,-50.0,1.6628,920.75,3
67.75,0.87003,-0.22048,-0.29875999999999997,3,-50.0,1.6552,920.75,3
68.25,0.9521,-0.22048,-0.26455,3,-49.5,0.9388,921.75,3
68.5,0.88175,-0.22048,-0.28736,3,-50.0,6.0408,923.25,3
68.75,1.0928,-0.30086,-0.20754,3,-50.0,5.0207,924.75,3
69.5,1.0459,-0.24344000000000002,-0.23034000000000002,3,-49.5,0.17794000000000001,922.75,3
69.6,0.9052,-0.19751,-0.27595,3,-50.0,1.3223,921.25,3
69.75,0.9052,-0.19751,-0.27595,3,-50.0,1.3085,921.25,3
70.25,0.87003,-0.20899,-0.28736,3,-50.5,5.3106,924.25,3
70.5,0.88175,-0.20899,-0.28736,3,-51.0,1.9313,920.25,3
71.0,1.0342,-0.25493000000000005,-0.24174,3,-50.5,4.8811,924.75,3
71.75,1.3156,-0.39271999999999996,-0.11631,3,-49.5,5.6589,923.75,3
71.85,1.3156,-0.39271999999999996,-0.11631,3,-49.5,5.6481,923.75,3
72.0,1.0342,-0.27789,-0.24174,3,-49.5,1.33,921.25,3
72.75,0.9403799999999999,-0.20899,-0.28736,3,-49.5,5.6251,924.25,3
73.25,1.2687,-0.36976,-0.12771,3,-49.5,1.2502,921.75,3
74.5,0.8583,0.16995,-0.082102,3,-55.5,4.9195,921.25,3
75.25,0.8114,0.6292800000000001,-0.13912,4,-63.0,3.8242,920.25,1
75.5,0.8114,0.6292800000000001,-0.13912,1,-61.5,2.7596,921.75,1
76.0,0.8114,0.6292800000000001,-0.13912,3,-60.0,6.0976,924.75,1
77.0,0.8114,0.6292800000000001,-0.13912,4,-58.5,5.8751,921.25,1
77.75,0.8114,0.6292800000000001,-0.13912,1,-61.5,1.0999,920.25,1
109.75,0.67069,0.84746,0.020525,3,-67.5,4.5835,921.75,1
112.25,0.67069,0.84746,0.020525,1,-61.0,5.2815,921.75,1
114.5,0.67069,0.84746,0.020525,3,-68.0,5.3613,920.25,1
116.75,0.67069,0.84746,0.020525,3,-68.5,2.1721,920.25,1
120.75,0.57689,0.89339,-0.025087,1,-61.5,5.7708,921.25,1
122.5,0.57689,0.89339,-0.025087,1,-61.0,4.8842,922.25,1
124.25,0.57689,0.89339,-0.025087,1,-61.0,0.20861999999999997,920.25,1
126.25,0.57689,0.89339,-0.025087,1,-60.5,5.9948,920.75,1
127.5,0.57689,0.89339,-0.025087,1,-63.5,2.1445,925.75,1
129.0,0.57689,0.89339,-0.025087,3,-69.0,5.1849,920.25,1
131.0,0.57689,0.89339,-0.025087,1,-60.5,6.1022,920.75,1
136.25,0.61207,0.8819100000000001,-0.013684,3,-69.0,5.0192,920.25,1
139.0,0.61207,0.8819100000000001,-0.013684,1,-60.5,5.2139999999999995,921.75,1
141.25,0.61207,0.8819100000000001,-0.013684,1,-60.5,5.2892,921.75,1
142.75,0.61207,0.8819100000000001,-0.013684,1,-60.0,5.6404,921.25,1
145.0,0.61207,0.8819100000000001,-0.013684,1,-60.0,4.5713,922.75,1
146.25,0.61207,0.8819100000000001,-0.013684,1,-60.0,5.3229,921.75,1
148.25,0.61207,0.8819100000000001,-0.013684,1,-62.0,0.42338000000000003,924.25,1
150.0,0.61207,0.8819100000000001,-0.013684,4,-58.5,0.11505,921.25,1
151.5,-0.22044,0.92784,0.12315,4,-62.5,5.6297,923.25,4
151.75,-0.22044,0.92784,0.12315,4,-63.5,5.4639999999999995,922.25,4
152.75,0.27203,0.8819100000000001,-0.070699,1,-57.5,4.6878,925.25,4
153.25,0.36583000000000004,0.96229,-0.09350499999999999,1,-66.0,0.7915300000000001,924.25,4
159.25,0.9052,0.7096600000000001,0.054735,2,-56.5,0.25004,925.75,2
160.0,0.54171,0.8819100000000001,-0.15052000000000001,2,-57.5,0.029146,925.25,2
160.25,0.54171,0.8819100000000001,-0.15052000000000001,2,-55.0,5.145,920.75,2
160.5,0.54171,0.8819100000000001,-0.15052000000000001,2,-57.5,0.48627,924.25,2
161.75,0.69414,0.82449,-0.09350499999999999,2,-57.5,6.1497,925.75,2
163.75,0.7176,0.79004,-0.070699,2,-56.5,0.14265999999999998,924.75,2
164.0,0.7176,0.79004,-0.070699,2,-57.0,6.0086,925.75,2
171.5,0.6472399999999999,0.8359700000000001,-0.12771,2,-57.0,5.8322,925.75,2
172.25,0.58862,0.84746,-0.16192,2,-57.0,5.9488,925.25,2
173.75,0.77622,0.77856,-0.070699,2,-55.0,1.0508,922.25,2
177.0,0.8231200000000001,0.75559,-0.047893,2,-57.0,5.9564,925.25,2
178.75,0.74105,0.77856,-0.070699,2,-57.5,5.757000000000001,925.75,2
181.5,0.97555,0.69818,0.0091224,2,-56.0,0.7761899999999999,922.75,2
182.0,0.97555,0.69818,0.0091224,2,-57.5,5.9564,925.25,2
182.25,0.97555,0.69818,0.0091224,2,-57.0,0.07209700000000001,924.25,2
184.75,0.60034,0.8359700000000001,-0.15052000000000001,2,-57.0,0.05215499999999999,924.25,2
186.25,0.7176,0.80152,-0.09350499999999999,2,-57.0,0.23317,923.75,2
186.5,0.7176,0.80152,-0.09350499999999999,2,-55.0,4.5989,921.25,2
187.25,0.77622,0.76708,-0.059296,2,-57.0,6.2387,924.25,2
190.5,0.61207,0.8359700000000001,-0.13912,2,-57.5,6.0485,924.75,2
191.0,0.61207,0.8359700000000001,-0.13912,2,-57.0,0.1626,923.75,2
191.75,0.79967,0.76708,-0.059296,2,-57.5,5.8782,925.25,2
192.25,0.79967,0.76708,-0.059296,2,-57.0,0.021476,924.25,2
193.5,0.77622,0.76708,-0.047893,2,-57.0,0.2439,923.75,2
193.75,0.77622,0.76708,-0.047893,2,-56.0,0.68262,922.75,2
195.25,0.74105,0.77856,-0.082102,2,-57.0,0.40344,923.25,2
196.5,0.9052,0.7096600000000001,0.0091224,2,-57.5,5.9273,925.25,2
197.0,0.9052,0.7096600000000001,0.0091224,2,-57.0,0.013806,924.25,2
200.75,0.7176,0.79004,-0.09350499999999999,2,-58.0,5.6558,925.75,2
201.0,0.7176,0.79004,-0.09350499999999999,2,-56.0,0.6473399999999999,922.75,2
201.25,0.7176,0.79004,-0.09350499999999999,2,-58.0,5.7984,925.25,2
201.75,0.7176,0.79004,-0.09350499999999999,2,-57.0,6.2356,924.25,2
202.75,0.72932,0.77856,-0.10490999999999999,2,-57.5,5.9917,924.75,2
203.0,0.72932,0.77856,-0.10490999999999999,2,-58.0,5.6328,925.75,2
203.75,0.72932,0.77856,-0.10490999999999999,2,-56.0,4.5713,921.25,2
205.5,0.78795,0.76708,-0.070699,2,-58.0,5.5975,925.75,2
206.5,0.78795,0.76708,-0.070699,2,-55.5,1.6199,920.75,2
214.5,0.7645,0.77856,-0.036489999999999995,2,-57.0,0.948,921.75,2
218.0,0.7645,0.77856,-0.036489999999999995,2,-58.0,0.55837,922.75,2
222.5,0.7645,0.77856,-0.059296,2,-57.0,5.7079,925.75,2
